,Date,Latitude,Longitude,Bin_Number,Bin_value,bin_cate
291,2022-02-06,12.87969,80.075254,42,89,5
292,2022-02-06,12.880046,80.074761,43,41,5
293,2022-02-06,12.88037,80.075362,44,92,5
294,2022-02-06,12.880642,80.075008,45,43,5
295,2022-02-06,12.881113,80.075201,46,57,5
296,2022-02-06,12.880893,80.075544,47,77,5
297,2022-02-06,12.881018,80.075534,48,33,5
298,2022-02-06,12.879696,80.075132,49,34,5
299,2022-02-06,12.881133,80.075362,50,31,5
300,2022-02-07,12.879995,80.07858,1,47,1
301,2022-02-07,12.880075,80.078284,2,81,1
302,2022-02-07,12.880195,80.078042,3,56,1
303,2022-02-07,12.880242,80.077833,4,97,1
304,2022-02-07,12.880336,80.077602,5,88,1
305,2022-02-07,12.880424,80.077378,6,56,1
306,2022-02-07,12.880503,80.077136,7,98,1
307,2022-02-07,12.88043,80.076799,8,72,1
308,2022-02-07,12.880518,80.076922,9,37,1
309,2022-02-07,12.880215,80.076766,10,76,1
310,2022-02-07,12.880027,80.076831,11,27,2
311,2022-02-07,12.879985,80.076997,12,64,2
312,2022-02-07,12.879938,80.077174,13,54,2
313,2022-02-07,12.879901,80.077351,14,79,2
314,2022-02-07,12.879818,80.077496,15,86,2
315,2022-02-07,12.879781,80.077743,16,51,2
316,2022-02-07,12.879708,80.077904,17,99,2
317,2022-02-07,12.87965,80.07806,18,71,2
318,2022-02-07,12.879603,80.078264,19,99,2
319,2022-02-07,12.879512,80.078409,20,36,2
320,2022-02-07,12.881547,80.076461,21,37,3
321,2022-02-07,12.881715,80.075999,22,27,3
322,2022-02-07,12.881924,80.075602,23,89,3
323,2022-02-07,12.882101,80.075261,24,71,3
324,2022-02-07,12.882206,80.074756,25,49,3
325,2022-02-07,12.881861,80.074681,26,81,3
326,2022-02-07,12.881725,80.075046,27,31,3
327,2022-02-07,12.881536,80.075368,28,40,3
328,2022-02-07,12.881421,80.07583,29,28,3
329,2022-02-07,12.881264,80.076291,30,80,3
330,2022-02-07,12.879586,80.07653,31,86,4
331,2022-02-07,12.879356,80.076605,32,73,4
332,2022-02-07,12.879282,80.076814,33,93,4
333,2022-02-07,12.879481,80.076503,34,97,4
334,2022-02-07,12.879251,80.077018,35,95,4
335,2022-02-07,12.879193,80.077212,36,26,4
336,2022-02-07,12.879146,80.077357,37,25,4
337,2022-02-07,12.879037,80.077459,38,43,4
338,2022-02-07,12.878995,80.077695,39,87,4
339,2022-02-07,12.878911,80.077877,40,85,4
340,2022-02-07,12.879795,80.07505,41,78,5
341,2022-02-07,12.87969,80.075254,42,26,5
342,2022-02-07,12.880046,80.074761,43,92,5
343,2022-02-07,12.88037,80.075362,44,79,5
344,2022-02-07,12.880642,80.075008,45,79,5
345,2022-02-07,12.881113,80.075201,46,34,5
346,2022-02-07,12.880893,80.075544,47,52,5
347,2022-02-07,12.881018,80.075534,48,99,5
348,2022-02-07,12.879696,80.075132,49,49,5
349,2022-02-07,12.881133,80.075362,50,77,5
350,2022-02-08,12.879995,80.07858,1,55,1
351,2022-02-08,12.880075,80.078284,2,34,1
352,2022-02-08,12.880195,80.078042,3,37,1
353,2022-02-08,12.880242,80.077833,4,97,1
354,2022-02-08,12.880336,80.077602,5,69,1
355,2022-02-08,12.880424,80.077378,6,88,1
356,2022-02-08,12.880503,80.077136,7,40,1
357,2022-02-08,12.88043,80.076799,8,85,1
358,2022-02-08,12.880518,80.076922,9,27,1
359,2022-02-08,12.880215,80.076766,10,48,1
360,2022-02-08,12.880027,80.076831,11,65,2
361,2022-02-08,12.879985,80.076997,12,88,2
362,2022-02-08,12.879938,80.077174,13,52,2
363,2022-02-08,12.879901,80.077351,14,78,2
364,2022-02-08,12.879818,80.077496,15,54,2
365,2022-02-08,12.879781,80.077743,16,97,2
366,2022-02-08,12.879708,80.077904,17,69,2
367,2022-02-08,12.87965,80.07806,18,37,2
368,2022-02-08,12.879603,80.078264,19,79,2
369,2022-02-08,12.879512,80.078409,20,57,2
370,2022-02-08,12.881547,80.076461,21,53,3
371,2022-02-08,12.881715,80.075999,22,67,3
372,2022-02-08,12.881924,80.075602,23,61,3
373,2022-02-08,12.882101,80.075261,24,37,3
374,2022-02-08,12.882206,80.074756,25,90,3
375,2022-02-08,12.881861,80.074681,26,25,3
376,2022-02-08,12.881725,80.075046,27,78,3
377,2022-02-08,12.881536,80.075368,28,66,3
378,2022-02-08,12.881421,80.07583,29,85,3
379,2022-02-08,12.881264,80.076291,30,63,3
380,2022-02-08,12.879586,80.07653,31,86,4
381,2022-02-08,12.879356,80.076605,32,41,4
382,2022-02-08,12.879282,80.076814,33,64,4
383,2022-02-08,12.879481,80.076503,34,93,4
384,2022-02-08,12.879251,80.077018,35,45,4
385,2022-02-08,12.879193,80.077212,36,40,4
386,2022-02-08,12.879146,80.077357,37,87,4
387,2022-02-08,12.879037,80.077459,38,74,4
388,2022-02-08,12.878995,80.077695,39,54,4
389,2022-02-08,12.878911,80.077877,40,79,4
390,2022-02-08,12.879795,80.07505,41,78,5
391,2022-02-08,12.87969,80.075254,42,52,5
392,2022-02-08,12.880046,80.074761,43,54,5
393,2022-02-08,12.88037,80.075362,44,40,5
394,2022-02-08,12.880642,80.075008,45,94,5
395,2022-02-08,12.881113,80.075201,46,40,5
396,2022-02-08,12.880893,80.075544,47,98,5
397,2022-02-08,12.881018,80.075534,48,84,5
398,2022-02-08,12.879696,80.075132,49,89,5
399,2022-02-08,12.881133,80.075362,50,43,5
400,2022-02-09,12.879995,80.07858,1,57,1
401,2022-02-09,12.880075,80.078284,2,68,1
402,2022-02-09,12.880195,80.078042,3,77,1
403,2022-02-09,12.880242,80.077833,4,47,1
404,2022-02-09,12.880336,80.077602,5,45,1
405,2022-02-09,12.880424,80.077378,6,33,1
406,2022-02-09,12.880503,80.077136,7,55,1
407,2022-02-09,12.88043,80.076799,8,78,1
408,2022-02-09,12.880518,80.076922,9,31,1
409,2022-02-09,12.880215,80.076766,10,58,1
410,2022-02-09,12.880027,80.076831,11,52,2
411,2022-02-09,12.879985,80.076997,12,39,2
412,2022-02-09,12.879938,80.077174,13,93,2
413,2022-02-09,12.879901,80.077351,14,72,2
414,2022-02-09,12.879818,80.077496,15,91,2
415,2022-02-09,12.879781,80.077743,16,43,2
416,2022-02-09,12.879708,80.077904,17,63,2
417,2022-02-09,12.87965,80.07806,18,87,2
418,2022-02-09,12.879603,80.078264,19,51,2
419,2022-02-09,12.879512,80.078409,20,79,2
420,2022-02-09,12.881547,80.076461,21,33,3
421,2022-02-09,12.881715,80.075999,22,41,3
422,2022-02-09,12.881924,80.075602,23,94,3
423,2022-02-09,12.882101,80.075261,24,34,3
424,2022-02-09,12.882206,80.074756,25,95,3
425,2022-02-09,12.881861,80.074681,26,72,3
426,2022-02-09,12.881725,80.075046,27,25,3
427,2022-02-09,12.881536,80.075368,28,78,3
428,2022-02-09,12.881421,80.07583,29,86,3
429,2022-02-09,12.881264,80.076291,30,47,3
430,2022-02-09,12.879586,80.07653,31,73,4
431,2022-02-09,12.879356,80.076605,32,74,4
432,2022-02-09,12.879282,80.076814,33,93,4
433,2022-02-09,12.879481,80.076503,34,28,4
434,2022-02-09,12.879251,80.077018,35,52,4
435,2022-02-09,12.879193,80.077212,36,32,4
436,2022-02-09,12.879146,80.077357,37,93,4
437,2022-02-09,12.879037,80.077459,38,60,4
438,2022-02-09,12.878995,80.077695,39,32,4
439,2022-02-09,12.878911,80.077877,40,90,4
440,2022-02-09,12.879795,80.07505,41,33,5
441,2022-02-09,12.87969,80.075254,42,42,5
442,2022-02-09,12.880046,80.074761,43,61,5
443,2022-02-09,12.88037,80.075362,44,100,5
444,2022-02-09,12.880642,80.075008,45,94,5
445,2022-02-09,12.881113,80.075201,46,42,5
446,2022-02-09,12.880893,80.075544,47,81,5
447,2022-02-09,12.881018,80.075534,48,75,5
448,2022-02-09,12.879696,80.075132,49,39,5
449,2022-02-09,12.881133,80.075362,50,72,5
450,2022-02-10,12.879995,80.07858,1,53,1
451,2022-02-10,12.880075,80.078284,2,98,1
452,2022-02-10,12.880195,80.078042,3,45,1
453,2022-02-10,12.880242,80.077833,4,30,1
454,2022-02-10,12.880336,80.077602,5,92,1
455,2022-02-10,12.880424,80.077378,6,56,1
456,2022-02-10,12.880503,80.077136,7,41,1
457,2022-02-10,12.88043,80.076799,8,37,1
458,2022-02-10,12.880518,80.076922,9,67,1
459,2022-02-10,12.880215,80.076766,10,29,1
460,2022-02-10,12.880027,80.076831,11,44,2
461,2022-02-10,12.879985,80.076997,12,59,2
462,2022-02-10,12.879938,80.077174,13,73,2
463,2022-02-10,12.879901,80.077351,14,35,2
464,2022-02-10,12.879818,80.077496,15,46,2
465,2022-02-10,12.879781,80.077743,16,36,2
466,2022-02-10,12.879708,80.077904,17,25,2
467,2022-02-10,12.87965,80.07806,18,26,2
468,2022-02-10,12.879603,80.078264,19,27,2
469,2022-02-10,12.879512,80.078409,20,95,2
470,2022-02-10,12.881547,80.076461,21,91,3
471,2022-02-10,12.881715,80.075999,22,44,3
472,2022-02-10,12.881924,80.075602,23,100,3
473,2022-02-10,12.882101,80.075261,24,98,3
474,2022-02-10,12.882206,80.074756,25,56,3
475,2022-02-10,12.881861,80.074681,26,56,3
476,2022-02-10,12.881725,80.075046,27,85,3
477,2022-02-10,12.881536,80.075368,28,84,3
478,2022-02-10,12.881421,80.07583,29,58,3
479,2022-02-10,12.881264,80.076291,30,37,3
480,2022-02-10,12.879586,80.07653,31,50,4
481,2022-02-10,12.879356,80.076605,32,86,4
482,2022-02-10,12.879282,80.076814,33,98,4
483,2022-02-10,12.879481,80.076503,34,88,4
484,2022-02-10,12.879251,80.077018,35,37,4
485,2022-02-10,12.879193,80.077212,36,50,4
486,2022-02-10,12.879146,80.077357,37,85,4
487,2022-02-10,12.879037,80.077459,38,49,4
488,2022-02-10,12.878995,80.077695,39,100,4
489,2022-02-10,12.878911,80.077877,40,73,4
490,2022-02-10,12.879795,80.07505,41,82,5
491,2022-02-10,12.87969,80.075254,42,32,5
492,2022-02-10,12.880046,80.074761,43,76,5
493,2022-02-10,12.88037,80.075362,44,49,5
494,2022-02-10,12.880642,80.075008,45,58,5
495,2022-02-10,12.881113,80.075201,46,68,5
496,2022-02-10,12.880893,80.075544,47,52,5
497,2022-02-10,12.881018,80.075534,48,31,5
498,2022-02-10,12.879696,80.075132,49,57,5
499,2022-02-10,12.881133,80.075362,50,42,5
500,2022-02-11,12.879995,80.07858,1,92,1
501,2022-02-11,12.880075,80.078284,2,86,1
502,2022-02-11,12.880195,80.078042,3,40,1
503,2022-02-11,12.880242,80.077833,4,48,1
504,2022-02-11,12.880336,80.077602,5,93,1
505,2022-02-11,12.880424,80.077378,6,41,1
506,2022-02-11,12.880503,80.077136,7,27,1
507,2022-02-11,12.88043,80.076799,8,51,1
508,2022-02-11,12.880518,80.076922,9,56,1
509,2022-02-11,12.880215,80.076766,10,53,1
510,2022-02-11,12.880027,80.076831,11,97,2
511,2022-02-11,12.879985,80.076997,12,45,2
512,2022-02-11,12.879938,80.077174,13,100,2
513,2022-02-11,12.879901,80.077351,14,30,2
514,2022-02-11,12.879818,80.077496,15,53,2
515,2022-02-11,12.879781,80.077743,16,73,2
516,2022-02-11,12.879708,80.077904,17,39,2
517,2022-02-11,12.87965,80.07806,18,93,2
518,2022-02-11,12.879603,80.078264,19,98,2
519,2022-02-11,12.879512,80.078409,20,30,2
520,2022-02-11,12.881547,80.076461,21,35,3
521,2022-02-11,12.881715,80.075999,22,64,3
522,2022-02-11,12.881924,80.075602,23,65,3
523,2022-02-11,12.882101,80.075261,24,29,3
524,2022-02-11,12.882206,80.074756,25,31,3
525,2022-02-11,12.881861,80.074681,26,41,3
526,2022-02-11,12.881725,80.075046,27,75,3
527,2022-02-11,12.881536,80.075368,28,47,3
528,2022-02-11,12.881421,80.07583,29,50,3
529,2022-02-11,12.881264,80.076291,30,92,3
530,2022-02-11,12.879586,80.07653,31,61,4
531,2022-02-11,12.879356,80.076605,32,46,4
532,2022-02-11,12.879282,80.076814,33,98,4
533,2022-02-11,12.879481,80.076503,34,46,4
534,2022-02-11,12.879251,80.077018,35,29,4
535,2022-02-11,12.879193,80.077212,36,100,4
536,2022-02-11,12.879146,80.077357,37,40,4
537,2022-02-11,12.879037,80.077459,38,83,4
538,2022-02-11,12.878995,80.077695,39,99,4
539,2022-02-11,12.878911,80.077877,40,65,4
540,2022-02-11,12.879795,80.07505,41,55,5
541,2022-02-11,12.87969,80.075254,42,45,5
542,2022-02-11,12.880046,80.074761,43,78,5
543,2022-02-11,12.88037,80.075362,44,61,5
544,2022-02-11,12.880642,80.075008,45,50,5
545,2022-02-11,12.881113,80.075201,46,49,5
546,2022-02-11,12.880893,80.075544,47,51,5
547,2022-02-11,12.881018,80.075534,48,59,5
548,2022-02-11,12.879696,80.075132,49,90,5
549,2022-02-11,12.881133,80.075362,50,35,5
550,2022-02-12,12.879995,80.07858,1,57,1
551,2022-02-12,12.880075,80.078284,2,59,1
552,2022-02-12,12.880195,80.078042,3,85,1
553,2022-02-12,12.880242,80.077833,4,37,1
554,2022-02-12,12.880336,80.077602,5,50,1
555,2022-02-12,12.880424,80.077378,6,34,1
556,2022-02-12,12.880503,80.077136,7,86,1
